"","age","ethnicity","gender"
"174",1,4,0
"175",1,4,0
"176",1,4,0
"177",1,4,0
"178",1,4,0
"179",1,4,0
"180",1,4,0
"181",1,4,0
"182",1,3,0
"183",1,3,0
"184",1,3,0
"185",1,3,0
"186",1,3,0
"187",1,3,0
"188",1,3,0
"189",1,4,0
"190",1,3,0
"191",1,3,0
"192",1,3,0
"193",1,3,0
"194",1,3,0
"195",1,4,0
"196",1,4,0
"197",1,4,0
"198",1,3,0
"199",1,3,0
"200",1,4,0
"201",1,4,0
"202",1,4,0
"203",1,4,0
"204",1,4,0
"205",1,4,0
"206",1,4,0
"207",1,4,0
"208",1,4,0
"209",1,4,0
"210",1,4,0
"211",1,4,0
"212",1,4,0
"213",1,4,0
"214",1,4,0
"215",1,4,0
"216",1,4,0
"217",1,4,0
"218",1,4,0
"219",1,4,0
"220",1,4,0
"221",1,4,0
"222",1,4,0
"223",1,4,0
"224",1,4,0
"225",1,4,0
"226",1,4,0
"227",1,4,0
"228",1,4,0
"229",1,4,0
"230",1,4,0
"231",1,4,0
"232",1,4,0
"233",1,4,0
"234",1,4,0
"235",1,4,0
"236",1,4,0
"237",1,4,0
"238",1,4,0
"239",1,3,0
"240",1,3,0
"241",1,3,0
"242",1,3,0
"243",1,3,0
"244",1,3,0
"245",1,3,0
"246",1,3,0
"247",1,3,0
"248",1,3,0
"249",1,3,0
"250",1,3,0
"251",1,3,0
"252",1,3,0
"253",1,3,0
"254",1,3,0
"255",1,3,0
"256",1,3,0
"257",1,3,0
"258",1,3,0
"259",1,3,0
"260",1,3,0
"261",1,3,0
"262",1,3,0
"263",1,3,0
"264",1,3,0
"265",1,3,0
"266",1,3,0
"267",1,3,0
"268",1,3,0
"269",1,3,0
"270",1,3,0
"271",1,3,0
"272",1,3,0
"273",1,3,0
"274",1,3,0
"275",1,3,0
"276",1,3,0
"277",1,3,0
"278",1,3,0
"279",1,3,0
"280",1,3,0
"281",1,3,0
"282",1,3,0
"283",1,3,0
"284",1,3,0
"285",1,3,0
"286",1,3,0
"287",1,3,0
"288",1,3,0
"289",1,3,0
"290",1,3,0
"291",1,3,0
"292",1,3,0
"293",1,3,0
"294",1,3,0
"295",1,3,0
"296",1,3,0
"297",1,3,0
"298",1,3,0
"299",1,3,0
"300",1,3,0
"301",1,3,0
"302",1,3,0
"303",1,3,0
"304",1,3,0
"305",1,3,0
"306",1,3,0
"307",1,3,0
"308",1,3,0
"309",1,3,0
"310",1,3,0
"311",1,3,0
"312",1,3,0
"313",1,3,0
"314",1,3,0
"315",1,3,0
"316",1,3,0
"317",1,3,0
"318",1,3,0
"319",1,4,0
"320",1,2,0
"321",1,2,0
"322",1,0,0
"323",1,0,0
"324",1,0,0
"325",1,0,0
"326",1,0,0
"327",1,0,0
"328",1,0,0
"329",1,0,0
"330",1,0,0
"331",1,0,0
"332",1,0,0
"333",1,0,0
"334",1,0,0
"335",1,0,0
"336",1,0,0
"337",1,0,0
"338",1,0,0
"339",1,0,0
"340",1,0,0
"341",1,0,0
"342",1,0,0
"343",1,0,0
"344",1,0,0
"345",1,0,0
"346",1,0,0
"347",1,0,0
"348",1,0,0
"349",1,0,0
"350",1,0,0
"351",1,0,0
"352",1,0,0
"353",1,0,0
"354",1,0,0
"355",1,0,0
"356",1,0,0
"357",1,0,0
"358",1,0,0
"359",1,0,0
"360",1,0,0
"361",1,0,0
"362",1,0,0
"363",1,1,0
"364",1,1,0
"365",1,1,0
"366",1,1,0
"367",1,1,0
"368",1,1,0
"369",1,0,0
"370",1,1,0
"371",1,1,0
"372",1,1,0
"373",1,1,0
"374",1,1,0
"375",1,1,0
"376",1,1,0
"377",1,1,0
"378",1,1,0
"379",1,0,0
"380",1,0,0
"381",1,0,0
"382",1,0,0
"383",1,0,0
"384",1,0,0
"385",1,0,0
"386",1,0,0
"387",1,0,0
"388",1,0,0
"389",1,0,0
"390",1,0,0
"391",1,0,0
"392",1,0,0
"393",1,0,0
"394",1,0,0
"395",1,0,0
"396",1,0,0
"397",1,0,0
"398",1,0,0
"399",1,2,0
"400",1,0,0
"401",1,0,0
"402",1,0,0
"403",1,0,0
"404",1,0,0
"405",1,0,0
"406",1,0,0
"407",1,0,0
"408",1,0,0
"409",1,0,0
"410",1,0,0
"411",1,0,0
"412",1,0,0
"413",1,0,0
"414",1,0,0
"415",1,0,0
"416",1,0,0
"417",1,0,0
"418",1,0,0
"419",1,0,0
"420",1,0,0
"421",1,0,0
"422",1,0,0
"423",1,0,0
"424",1,0,0
"425",1,0,0
"426",1,0,0
"427",1,0,0
"428",1,0,0
"429",1,0,0
"430",1,0,0
"431",1,0,0
"432",1,0,0
"433",1,0,0
"434",1,0,0
"435",1,0,0
"436",1,0,0
"437",1,0,0
"438",1,0,0
"439",1,0,0
"440",1,0,0
"441",1,0,0
"442",1,0,0
"443",1,0,0
"444",1,0,0
"445",1,0,0
"446",1,0,0
"447",1,0,0
"448",1,0,0
"449",1,0,0
"450",1,0,0
"451",1,0,0
"452",1,0,0
"453",1,0,0
"454",1,0,0
"455",1,0,0
"456",1,0,0
"457",1,0,0
"458",1,0,0
"459",1,0,0
"460",1,0,0
"461",1,0,0
"462",1,0,0
"463",1,0,0
"464",1,0,0
"465",1,0,0
"466",1,0,0
"467",1,0,0
"468",1,0,0
"469",1,0,0
"470",1,0,0
"471",1,0,0
"472",1,0,0
"473",1,0,0
"474",1,0,0
"475",1,0,0
"476",1,0,0
"477",1,0,0
"478",1,0,0
"479",1,2,0
"480",1,2,0
"481",1,2,0
"482",1,2,0
"483",1,2,0
"484",1,2,0
"485",1,2,0
"486",1,2,0
"487",1,2,0
"488",1,2,0
"489",1,2,0
"490",1,2,0
"491",1,2,0
"492",1,2,0
"493",1,2,0
"494",1,2,0
"495",1,2,0
"496",1,2,0
"497",1,2,0
"498",1,2,0
"499",1,2,0
"500",1,2,0
"501",1,2,0
"502",1,2,0
"503",1,2,0
"504",1,2,0
"505",1,2,0
"506",1,2,0
"507",1,2,0
"508",1,2,0
"509",1,2,0
"510",1,2,0
"511",1,2,0
"512",1,2,0
"513",1,2,0
"514",1,2,0
"515",1,2,0
"516",1,2,0
"517",1,2,0
"518",1,2,0
"519",1,2,0
"520",1,2,0
"521",1,2,0
"522",1,2,0
"523",1,2,0
"524",1,2,0
"525",1,2,0
"526",1,2,0
"527",1,2,0
"528",1,2,0
"529",1,2,0
"530",1,2,0
"531",1,2,0
"532",1,2,0
"533",1,2,0
"534",1,2,0
"535",1,2,0
"536",1,2,0
"537",1,2,0
"538",1,2,0
"539",1,2,0
"540",1,2,0
"541",1,2,0
"542",1,2,0
"543",1,2,0
"544",1,2,0
"545",1,2,0
"546",1,2,0
"547",1,2,0
"548",1,2,0
"549",1,2,0
"550",1,2,0
"551",1,2,0
"552",1,2,0
"553",1,2,0
"554",1,2,0
"555",1,2,0
"556",1,2,0
"557",1,2,0
"558",1,2,0
"559",1,2,0
"560",1,2,0
"561",1,2,0
"562",1,2,0
"563",1,2,0
"564",1,2,0
"565",1,2,0
"566",1,2,0
"567",1,2,0
"568",1,2,0
"569",1,2,0
"570",1,2,0
"571",1,2,0
"572",1,2,0
"573",1,2,0
"574",1,2,0
"575",1,2,0
"576",1,2,0
"577",1,2,0
"578",1,2,0
"579",1,2,0
"580",1,2,0
"581",1,2,0
"582",1,2,0
"583",1,2,0
"584",1,2,0
"585",1,2,0
"586",1,2,0
"587",1,2,0
"588",1,2,0
"589",1,2,0
"590",1,2,0
"591",1,2,0
"592",1,2,0
"593",1,2,0
"594",1,2,0
"595",1,2,0
"596",1,2,0
"597",1,2,0
"598",1,2,0
"599",1,2,0
"600",1,2,0
"601",1,2,0
"602",1,2,0
"603",1,2,0
"604",1,2,0
"605",1,2,0
"606",1,2,0
"607",1,2,0
"608",1,2,0
"609",1,2,0
"610",1,2,0
"611",1,2,0
"612",1,2,0
"613",1,2,0
"614",1,2,0
"615",1,2,0
"616",1,2,0
"617",1,2,0
"618",1,2,0
"619",1,2,0
"620",1,2,0
"621",1,2,0
"622",1,2,0
"623",1,2,0
"624",1,2,0
"625",1,2,0
"626",1,2,0
"627",1,2,0
"628",1,2,0
"629",1,2,0
"630",1,2,0
"631",1,2,0
"632",1,2,0
"633",1,2,0
"634",1,2,0
"635",1,2,0
"636",1,2,0
"637",1,2,0
"638",1,2,0
"639",1,0,0
"640",1,4,0
"641",1,4,0
"642",1,3,1
"643",1,3,1
"644",1,3,1
"645",1,3,1
"646",1,3,1
"647",1,3,1
"648",1,3,1
"649",1,3,1
"650",1,3,1
"651",1,3,1
"652",1,4,0
"653",1,3,1
"654",1,3,1
"655",1,3,1
"656",1,3,1
"657",1,3,1
"658",1,3,1
"659",1,3,1
"660",1,2,1
"661",1,2,1
"662",1,2,1
"663",1,2,1
"664",1,2,1
"665",1,2,1
"666",1,2,1
"667",1,2,1
"668",1,3,1
"669",1,2,1
"670",1,3,1
"671",1,3,1
"672",1,3,1
"673",1,3,1
"674",1,3,1
"675",1,3,1
"676",1,3,1
"677",1,3,1
"678",1,3,1
"679",1,3,1
"680",1,3,1
"681",1,3,1
"682",1,3,1
"683",1,3,1
"684",1,3,1
"685",1,3,1
"686",1,3,1
"687",1,3,1
"688",1,3,1
"689",1,3,1
"690",1,3,1
"691",1,3,1
"692",1,3,1
"693",1,3,1
"694",1,3,1
"695",1,3,1
"696",1,3,1
"697",1,3,1
"698",1,3,1
"699",1,2,1
"700",1,2,1
"701",1,2,1
"702",1,2,1
"703",1,2,1
"704",1,2,1
"705",1,2,1
"706",1,2,1
"707",1,2,1
"708",1,2,1
"709",1,2,1
"710",1,2,1
"711",1,2,1
"712",1,2,1
"713",1,2,1
"714",1,2,1
"715",1,2,1
"716",1,2,1
"717",1,2,1
"718",1,2,1
"719",1,2,1
"720",1,2,1
"721",1,2,1
"722",1,2,1
"723",1,2,1
"724",1,2,1
"725",1,2,1
"726",1,2,1
"727",1,2,1
"728",1,2,1
"729",1,2,1
"730",1,2,1
"731",1,2,1
"732",1,2,1
"733",1,2,1
"734",1,2,1
"735",1,2,1
"736",1,2,1
"737",1,2,1
"738",1,2,1
"739",1,2,1
"740",1,2,1
"741",1,2,1
"742",1,2,1
"743",1,2,1
"744",1,2,1
"745",1,2,1
"746",1,2,1
"747",1,2,1
"748",1,2,1
"749",1,2,1
"750",1,2,1
"751",1,2,1
"752",1,2,1
"753",1,2,1
"754",1,2,1
"755",1,2,1
"756",1,2,1
"757",1,2,1
"758",1,2,1
"759",1,3,1
"760",1,2,1
"761",1,3,1
"762",1,3,1
"763",1,4,1
"764",1,4,1
"765",1,4,1
"766",1,4,1
"767",1,4,1
"768",1,4,1
"769",1,4,1
"770",1,4,1
"771",1,4,1
"772",1,4,1
"773",1,4,1
"774",1,4,1
"775",1,4,1
"776",1,4,1
"777",1,4,1
"778",1,4,1
"779",1,4,1
"780",1,4,1
"781",1,4,1
"782",1,4,1
"783",1,4,1
"784",1,4,1
"785",1,4,1
"786",1,4,1
"787",1,4,1
"788",1,4,1
"789",1,4,1
"790",1,4,1
"791",1,4,1
"792",1,4,1
"793",1,4,1
"794",1,4,1
"795",1,4,1
"796",1,4,1
"797",1,4,1
"798",1,4,1
"799",1,4,1
"800",1,4,1
"801",1,4,1
"802",1,4,1
"803",1,4,1
"804",1,4,1
"805",1,4,1
"806",1,4,1
"807",1,4,1
"808",1,4,1
"809",1,4,1
"810",1,4,1
"811",1,4,1
"812",1,4,1
"813",1,4,1
"814",1,4,1
"815",1,4,1
"816",1,4,1
"817",1,4,1
"818",1,4,1
"819",1,4,1
"820",1,4,1
"821",1,4,1
"822",1,4,1
"823",1,3,1
"824",1,3,1
"825",1,3,1
"826",1,3,1
"827",1,3,1
"828",1,3,1
"829",1,3,1
"830",1,3,1
"831",1,3,1
"832",1,3,1
"833",1,3,1
"834",1,3,1
"835",1,3,1
"836",1,3,1
"837",1,3,1
"838",1,3,1
"839",1,3,1
"840",1,3,1
"841",1,3,1
"842",1,3,1
"843",1,3,1
"844",1,3,1
"845",1,3,1
"846",1,3,1
"847",1,3,1
"848",1,3,1
"849",1,3,1
"850",1,3,1
"851",1,3,1
"852",1,3,1
"853",1,4,1
"854",1,4,1
"855",1,4,1
"856",1,4,1
"857",1,4,1
"858",1,4,1
"859",1,4,1
"860",1,4,1
"861",1,4,1
"862",1,4,1
"863",1,3,1
"864",1,3,1
"865",1,3,1
"866",1,3,1
"867",1,3,1
"868",1,3,1
"869",1,3,1
"870",1,3,1
"871",1,3,1
"872",1,3,1
"873",1,3,1
"874",1,3,1
"875",1,3,1
"876",1,3,1
"877",1,3,1
"878",1,3,1
"879",1,3,1
"880",1,3,1
"881",1,2,1
"882",1,3,1
"883",1,2,1
"884",1,0,1
"885",1,0,1
"886",1,0,1
"887",1,0,1
"888",1,0,1
"889",1,0,1
"890",1,0,1
"891",1,0,1
"892",1,0,1
"893",1,0,1
"894",1,0,1
"895",1,0,1
"896",1,0,1
"897",1,0,1
"898",1,0,1
"899",1,0,1
"900",1,0,1
"901",1,0,1
"902",1,0,1
"903",1,0,1
"904",1,0,1
"905",1,0,1
"906",1,0,1
"907",1,0,1
"908",1,0,1
"909",1,0,1
"910",1,0,1
"911",1,0,1
"912",1,0,1
"913",1,0,1
"914",1,0,1
"915",1,0,1
"916",1,0,1
"917",1,0,1
"918",1,0,1
"919",1,0,1
"920",1,0,1
"921",1,0,1
"922",1,0,1
"923",1,0,1
"924",1,0,1
"925",1,0,1
"926",1,0,1
"927",1,0,1
"928",1,0,1
"929",1,0,1
"930",1,0,1
"931",1,0,1
"932",1,0,1
"933",1,0,1
"934",1,0,1
"935",1,0,1
"936",1,0,1
"937",1,0,1
"938",1,0,1
"939",1,0,1
"940",1,0,1
"941",1,0,1
"942",1,0,1
"943",1,0,1
"944",1,0,1
"945",1,0,1
"946",1,0,1
"947",1,0,1
"948",1,0,1
"949",1,0,1
"950",1,0,1
"951",1,0,1
"952",1,0,1
"953",1,0,1
"954",1,0,1
"955",1,0,1
"956",1,0,1
"957",1,0,1
"958",1,0,1
"959",1,0,1
"960",1,0,1
"961",1,0,1
"962",1,0,1
"963",1,0,1
"964",1,0,1
"965",1,0,1
"966",1,0,1
"967",1,0,1
"968",1,4,0
"969",1,4,0
"970",1,0,1
"971",1,0,1
"972",1,0,1
"973",1,0,1
"974",1,0,1
"975",1,0,1
"976",1,0,1
"977",1,0,1
"978",1,0,1
"979",1,0,1
"980",1,0,1
"981",1,0,1
"982",1,0,1
"983",1,0,1
"984",1,0,1
"985",1,0,1
"986",1,0,1
"987",1,0,1
"988",1,0,1
"989",1,0,1
"990",1,2,1
"991",1,0,1
"992",1,0,1
"993",1,0,1
"994",1,0,1
"995",1,0,1
"996",1,0,1
"997",1,0,1
"998",1,0,1
"999",1,0,1
"1000",1,0,1
"1001",1,0,1
"1002",1,0,1
"1003",1,0,1
"1004",1,0,1
"1005",1,2,1
"1006",1,2,1
"1007",1,2,1
"1008",1,2,1
"1009",1,2,1
"1010",1,2,1
"1011",1,2,1
"1012",1,2,1
"1013",1,2,1
"1014",1,2,1
"1015",1,2,1
"1016",1,2,1
"1017",1,2,1
"1018",1,2,1
"1019",1,2,1
"1020",1,2,1
"1021",1,2,1
"1022",1,2,1
"1023",1,2,1
"1024",1,2,1
"1025",1,2,1
"1026",1,2,1
"1027",1,2,1
"1028",1,2,1
"1029",1,2,1
"1030",1,2,1
"1031",1,2,1
"1032",1,2,1
"1033",1,2,1
"1034",1,2,1
"1035",1,2,1
"1036",1,2,1
"1037",1,2,1
"1038",1,2,1
"1039",1,2,1
"1040",1,2,1
"1041",1,2,1
"1042",1,2,1
"1043",1,2,1
"1044",1,2,1
"1045",1,2,1
"1046",1,2,1
"1047",1,2,1
"1048",1,2,1
"1049",1,2,1
"1050",1,2,1
"1051",1,2,1
"1052",1,2,1
"1053",1,0,1
"1054",1,2,1
"1055",1,2,1
"1056",1,2,1
"1057",1,2,1
"1058",1,2,1
"1059",1,2,1
"1060",1,2,1
"1061",1,2,1
"1062",1,2,1
"1063",1,2,1
"1064",1,0,0
"1065",1,2,1
"1066",1,1,1
"1067",1,0,1
"1068",1,0,1
"1069",1,0,1
"1070",1,0,1
"1071",1,0,1
"1072",1,0,1
"1073",1,0,1
"1074",1,0,1
"1075",1,0,1
"1076",1,0,1
"1077",1,0,1
"1078",1,1,1
"1079",1,0,1
"1080",1,0,1
"1081",1,0,1
"1082",1,0,1
"1083",1,0,1
"1084",1,0,1
"1085",1,0,1
"1086",1,0,1
"1087",1,0,1
"1088",1,0,1
"1089",1,0,1
"1090",1,2,1
"1091",1,0,1
"1092",1,0,1
"1093",1,1,1
"1094",1,0,1
"1095",1,1,1
"1096",1,2,1
"1097",1,1,1
"1098",1,2,1
"1099",1,2,1
"1100",1,2,1
"1101",1,2,1
"1102",1,2,1
"1103",1,2,1
"1104",1,2,1
"1105",1,2,1
"1106",1,2,1
"1107",1,2,1
"1108",1,2,1
"1109",1,2,1
"1110",1,1,1
"1111",1,1,1
"1112",1,1,1
"1113",1,1,1
"1114",1,1,1
"1115",1,1,1
"1116",1,1,1
"1117",1,1,1
"1118",1,1,1
"1119",1,1,1
"1120",1,1,1
"1121",1,2,1
"1122",1,1,1
"1123",1,1,1
"1124",10,0,0
"1125",10,0,0
"1126",10,0,0
"1127",10,0,0
"1128",10,0,0
"1129",10,0,0
"1130",10,0,0
"1131",10,0,0
"1132",10,0,0
"1133",10,0,0
"1134",10,0,0
"1135",10,0,0
"1136",10,0,0
"1137",10,0,0
"1138",10,0,0
"1139",10,0,0
"1140",10,0,0
"1141",10,0,0
"1142",10,0,0
"1143",10,0,0
"1144",10,0,0
"1145",10,0,0
"1146",10,0,0
"1147",10,0,0
"1148",10,0,0
"1149",10,0,0
"1150",10,0,0
"1151",10,0,0
"1152",10,0,0
"1153",10,0,0
"1154",10,0,0
"1155",10,0,0
"1156",10,0,0
"1157",10,0,0
"1158",10,0,0
"1159",10,0,0
"1160",10,0,0
"1161",10,0,0
"1162",10,0,0
"1163",10,0,0
"1164",10,0,0
"1165",10,0,0
"1166",10,0,0
"1167",10,0,0
"1168",10,0,0
"1169",10,0,0
"1170",10,0,0
"1171",10,0,0
"1172",10,0,0
"1173",10,0,0
"1174",10,0,0
"1175",10,0,0
"1176",10,0,0
"1177",10,0,0
"1178",10,0,0
"1179",10,0,0
"1180",10,0,0
"1181",10,0,0
"1182",10,0,0
"1183",10,0,0
"1184",10,0,0
"1185",10,0,0
"1186",10,0,0
"1187",10,0,0
"1188",10,0,0
"1189",10,0,0
"1190",10,0,0
"1191",10,1,0
"1192",10,4,0
"1193",10,1,0
"1194",10,1,1
"1195",10,1,1
"1196",10,1,1
"1197",10,1,1
"1198",10,0,1
"1199",10,0,1
"1200",10,0,1
"1201",10,0,1
"1202",10,1,1
"1203",10,0,1
"1204",10,0,1
"1205",10,0,1
"1206",10,0,1
"1207",10,0,1
"1208",10,0,1
"1209",10,0,1
"1210",10,0,1
"1211",10,0,1
"1212",10,0,1
"1213",10,0,1
"1214",10,1,1
"1215",10,1,1
"1216",10,4,1
"1217",10,4,1
"1218",10,4,1
"1219",10,4,1
"1220",10,4,1
"1221",10,3,1
"1222",10,3,1
"1223",10,3,1
"1224",10,1,1
"1225",10,3,1
"1226",10,3,1
"1227",10,3,1
"1228",10,3,1
"1229",10,2,1
"1230",10,2,1
"1231",10,2,1
"1232",10,2,1
"1233",10,2,1
"1234",10,3,1
"1235",10,1,0
"1236",10,0,1
"1237",10,0,1
"1238",10,4,0
"1239",10,4,0
"1240",10,4,0
"1241",10,4,0
"1242",10,4,0
"1243",10,4,0
"1244",10,4,0
"1245",10,3,0
"1246",10,4,0
"1247",10,3,0
"1248",10,3,0
"1249",10,2,0
"1250",10,2,0
"1251",10,1,0
"1252",10,1,0
"1253",10,1,0
"1254",10,1,0
"1255",10,1,0
"1256",10,3,0
"1257",10,0,1
"1258",10,4,0
"1259",10,0,1
"1260",10,0,1
"1261",10,0,1
"1262",10,0,1
"1263",10,0,1
"1264",10,0,1
"1265",10,0,1
"1266",10,0,1
"1267",10,0,1
"1268",10,0,1
"1269",10,0,1
"1270",10,0,1
"1271",10,0,1
"1272",10,0,1
"1273",10,0,1
"1274",10,0,1
"1275",10,0,1
"1276",10,0,1
"1277",10,0,1
"1278",10,0,1
"1279",10,0,1
"1280",100,0,0
"1281",100,0,0
"1282",100,0,1
"1283",100,0,1
"1284",100,0,1
"1285",100,0,1
"1286",100,0,1
"1287",100,0,1
"1288",100,2,1
"1289",100,2,1
"1290",100,2,1
"1291",101,2,1
"1292",101,0,0
"1293",103,2,0
"1294",105,0,1
"1295",105,0,1
"1296",105,1,1
"1297",105,0,0
"1298",105,0,1
"1299",11,0,1
"1300",11,0,1
"1301",11,0,1
"1302",11,0,1
"1303",11,0,1
"1304",11,0,1
"1305",11,0,1
"1306",11,0,1
"1307",11,0,1
"1308",11,0,1
"1309",11,0,1
"1310",11,0,1
"1311",11,0,1
"1312",11,0,1
"1313",11,0,1
"1314",11,0,1
"1315",11,0,1
"1316",11,0,1
"1317",11,0,1
"1318",11,1,1
"1319",11,0,1
"1320",11,4,1
"1321",11,4,1
"1322",11,4,1
"1323",11,4,1
"1324",11,4,1
"1325",11,4,1
"1326",11,3,1
"1327",11,0,1
"1328",11,3,1
"1329",11,0,1
"1330",11,1,1
"1331",11,0,1
"1332",11,0,1
"1333",11,0,1
"1334",11,0,1
"1335",11,0,1
"1336",11,2,1
"1337",11,4,0
"1338",11,0,1
"1339",11,3,0
"1340",11,0,0
"1341",11,0,0
"1342",11,0,0
"1343",11,0,0
"1344",11,0,0
"1345",11,0,0
"1346",11,0,0
"1347",11,0,0
"1348",11,0,0
"1349",11,0,0
"1350",11,0,0
"1351",11,0,0
"1352",11,0,0
"1353",11,0,0
"1354",11,0,0
"1355",11,0,0
"1356",11,0,0
"1357",11,0,0
"1358",11,0,0
"1359",11,0,0
"1360",11,1,0
"1361",11,2,0
"1362",11,0,0
"1363",11,3,0
"1364",110,1,1
"1365",110,0,0
"1366",110,2,0
"1367",110,0,1
"1368",110,3,1
"1369",111,0,1
"1370",115,1,1
"1371",115,0,1
"1372",115,0,1
"1373",116,0,1
"1374",116,2,1
"1375",116,3,1
"1376",116,0,1
"1377",12,0,1
"1378",12,0,1
"1379",12,0,1
"1380",12,0,1
"1381",12,0,1
"1382",12,0,1
"1383",12,0,1
"1384",12,0,1
"1385",12,0,1
"1386",12,0,1
"1387",12,0,1
"1388",12,0,1
"1389",12,0,1
"1390",12,0,1
"1391",12,0,1
"1392",12,0,1
"1393",12,0,1
"1394",12,0,1
"1395",12,0,1
"1396",12,0,1
"1397",12,0,1
"1398",12,0,1
"1399",12,0,1
"1400",12,0,1
"1401",12,0,1
"1402",12,0,1
"1403",12,0,1
"1404",12,1,1
"1405",12,0,1
"1406",12,0,1
"1407",12,1,1
"1408",12,0,1
"1409",12,1,1
"1410",12,0,1
"1411",12,4,1
"1412",12,4,1
"1413",12,4,1
"1414",12,4,1
"1415",12,4,1
"1416",12,4,1
"1417",12,3,1
"1418",12,3,1
"1419",12,3,1
"1420",12,3,1
"1421",12,3,1
"1422",12,3,1
"1423",12,3,1
"1424",12,1,1
"1425",12,3,1
"1426",12,3,1
"1427",12,2,1
"1428",12,2,1
"1429",12,2,1
"1430",12,2,1
"1431",12,2,1
"1432",12,2,1
"1433",12,2,1
"1434",12,2,1
"1435",12,2,1
"1436",12,2,1
"1437",12,1,1
"1438",12,1,1
"1439",12,1,1
"1440",12,3,1
"1441",12,0,1
"1442",12,2,1
"1443",12,0,1
"1444",12,2,0
"1445",12,2,0
"1446",12,1,0
"1447",12,1,0
"1448",12,0,0
"1449",12,0,0
"1450",12,0,0
"1451",12,0,0
"1452",12,0,0
"1453",12,0,0
"1454",12,0,0
"1455",12,0,0
"1456",12,0,0
"1457",12,0,0
"1458",12,0,0
"1459",12,0,0
"1460",12,0,0
"1461",12,0,0
"1462",12,0,0
"1463",12,0,0
"1464",12,0,0
"1465",12,0,0
"1466",12,0,0
"1467",12,0,0
"1468",12,0,0
"1469",12,0,0
"1470",12,0,0
"1471",12,0,0
"1472",12,0,1
"1473",12,2,0
"1474",12,2,0
"1475",12,0,0
"1476",12,3,0
"1477",12,3,0
"1478",12,0,1
"1479",12,0,1
"1480",12,0,1
"1481",12,0,1
"1482",12,0,1
"1483",12,0,1
"1484",12,0,1
"1485",12,0,1
"1486",12,0,1
"1487",12,0,1
"1488",12,0,1
"1489",12,0,1
"1490",12,0,1
"1491",12,0,1
"1492",12,0,1
"1493",12,0,1
"1494",12,3,0
"1495",12,0,1
"1496",12,3,0
"1497",12,3,0
